experiment_id,distance,eta,schedule_factor,perturbation_level,seed,eta_eff,predicted_derivative,observed_derivative,sign_match
exp_schedule_sensitivity_transfer,3,1,cnot_decomposition,0,29,0.91,-218.47000000000003,-233.05022220558863,1
exp_schedule_sensitivity_transfer,3,1,cnot_decomposition,0,47,0.91,-218.47000000000003,-235.3352902595738,1
exp_schedule_sensitivity_transfer,3,1,cnot_decomposition,0,71,0.91,-218.47000000000003,-221.47120701358162,1
exp_schedule_sensitivity_transfer,3,1,cnot_decomposition,0,89,0.91,-218.47000000000003,-207.5212545172023,1
exp_schedule_sensitivity_transfer,3,1,cnot_decomposition,1,11,0.7330909090909091,-163.8958016528926,-165.68865413240934,1
exp_schedule_sensitivity_transfer,3,1,cnot_decomposition,1,29,0.7330909090909091,-163.8958016528926,-174.83385816711538,1
exp_schedule_sensitivity_transfer,3,1,cnot_decomposition,1,47,0.7330909090909091,-163.8958016528926,-176.54811211749444,1
exp_schedule_sensitivity_transfer,3,1,cnot_decomposition,1,71,0.7330909090909091,-163.8958016528926,-166.14730176465733,1
exp_schedule_sensitivity_transfer,3,1,cnot_decomposition,1,89,0.7330909090909091,-163.8958016528926,-155.6820724543911,1
exp_schedule_sensitivity_transfer,3,1,idle_padding,-1,11,1.0092631578947369,-126.05991135734074,-127.43887788586304,1
exp_schedule_sensitivity_transfer,3,1,idle_padding,-1,29,1.0092631578947369,-126.05991135734074,-134.47288118755463,1
exp_schedule_sensitivity_transfer,3,1,idle_padding,-1,47,1.0092631578947369,-126.05991135734074,-135.79139391850563,1
exp_schedule_sensitivity_transfer,3,1,idle_padding,-1,71,1.0092631578947369,-126.05991135734074,-127.79164518851721,1
exp_schedule_sensitivity_transfer,3,1,idle_padding,-1,89,1.0092631578947369,-126.05991135734074,-119.74234883143069,1
exp_schedule_sensitivity_transfer,3,1,idle_padding,0,11,0.91,-109.23000000000002,-110.42486450758734,1
exp_schedule_sensitivity_transfer,3,1,idle_padding,0,29,0.91,-109.23000000000002,-116.51977741345011,1
exp_schedule_sensitivity_transfer,3,1,idle_padding,0,47,0.91,-109.23000000000002,-117.66225914337551,1
exp_schedule_sensitivity_transfer,3,1,idle_padding,0,71,0.91,-109.23000000000002,-110.73053481985407,1
exp_schedule_sensitivity_transfer,3,1,idle_padding,0,89,0.91,-109.23000000000002,-103.75587783638031,1
exp_schedule_sensitivity_transfer,3,1,idle_padding,1,11,0.8213333333333331,-95.01212698412697,-96.05146249931248,1
exp_schedule_sensitivity_transfer,3,1,idle_padding,1,29,0.8213333333333331,-95.01212698412697,-101.35303385305255,1
exp_schedule_sensitivity_transfer,3,1,idle_padding,1,47,0.8213333333333331,-95.01212698412697,-102.34680497088388,1
exp_schedule_sensitivity_transfer,3,1,idle_padding,1,71,0.8213333333333331,-95.01212698412697,-96.31734537511916,1
exp_schedule_sensitivity_transfer,3,1,idle_padding,1,89,0.8213333333333331,-95.01212698412697,-90.2505414294583,1
exp_schedule_sensitivity_transfer,3,5,temporal_order,-1,11,5.542857142857143,-3417.4229199372053,-3454.8060322181577,1
exp_schedule_sensitivity_transfer,3,5,temporal_order,-1,29,5.542857142857143,-3417.4229199372053,-3645.4944425405643,1
exp_schedule_sensitivity_transfer,3,5,temporal_order,-1,47,5.542857142857143,-3417.4229199372053,-3681.238681755584,1
exp_schedule_sensitivity_transfer,3,5,temporal_order,-1,71,5.542857142857143,-3417.4229199372053,-3464.36938231506,1
exp_schedule_sensitivity_transfer,3,5,temporal_order,-1,89,5.542857142857143,-3417.4229199372053,-3246.156870788709,1
exp_schedule_sensitivity_transfer,3,5,temporal_order,0,11,4.550000000000001,-2566.500000000001,-2594.5748856424334,1
exp_schedule_sensitivity_transfer,3,5,temporal_order,0,29,4.550000000000001,-2566.500000000001,-2737.782740379198,1
exp_schedule_sensitivity_transfer,3,5,temporal_order,0,47,4.550000000000001,-2566.500000000001,-2764.626824970002,1
exp_schedule_sensitivity_transfer,3,5,temporal_order,0,71,4.550000000000001,-2566.500000000001,-2601.757004624696,1
exp_schedule_sensitivity_transfer,3,5,temporal_order,0,89,4.550000000000001,-2566.500000000001,-2437.8784259550503,1
exp_schedule_sensitivity_transfer,3,5,temporal_order,1,11,3.7431192660550465,-1948.2315629997477,-1969.5432241476904,1
exp_schedule_sensitivity_transfer,3,5,temporal_order,1,29,3.7431192660550465,-1948.2315629997477,-2078.252385522188,1
exp_schedule_sensitivity_transfer,3,5,temporal_order,1,47,3.7431192660550465,-1948.2315629997477,-2098.6297449142157,1
exp_schedule_sensitivity_transfer,3,5,temporal_order,1,71,3.7431192660550465,-1948.2315629997477,-1974.9951746212785,1
exp_schedule_sensitivity_transfer,3,5,temporal_order,1,89,3.7431192660550465,-1948.2315629997477,-1850.5948553289577,1
exp_schedule_sensitivity_transfer,3,5,measurement_reset_asymmetry,-1,11,5.906250000000001,-5001.613636363638,-5056.326175178576,1
exp_schedule_sensitivity_transfer,3,5,measurement_reset_asymmetry,-1,29,5.906250000000001,-5001.613636363638,-5335.410671218235,1
exp_schedule_sensitivity_transfer,3,5,measurement_reset_asymmetry,-1,47,5.906250000000001,-5001.613636363638,-5387.724616102344,1
exp_schedule_sensitivity_transfer,3,5,measurement_reset_asymmetry,-1,71,5.906250000000001,-5001.613636363638,-5070.322740243712,1
exp_schedule_sensitivity_transfer,3,5,measurement_reset_asymmetry,-1,89,5.906250000000001,-5001.613636363638,-4750.954988916226,1
exp_schedule_sensitivity_transfer,3,5,measurement_reset_asymmetry,0,11,4.550000000000001,-3412.9000000000005,-3450.2336361617217,1
exp_schedule_sensitivity_transfer,3,5,measurement_reset_asymmetry,0,29,4.550000000000001,-3412.9000000000005,-3640.6696725658144,1
exp_schedule_sensitivity_transfer,3,5,measurement_reset_asymmetry,0,47,4.550000000000001,-3412.9000000000005,-3676.3666046912595,1
exp_schedule_sensitivity_transfer,3,5,measurement_reset_asymmetry,0,71,4.550000000000001,-3412.9000000000005,-3459.784329274741,1
exp_schedule_sensitivity_transfer,3,5,measurement_reset_asymmetry,0,89,4.550000000000001,-3412.9000000000005,-3241.860619498145,1
exp_schedule_sensitivity_transfer,3,5,measurement_reset_asymmetry,1,11,3.5200892857142856,-2374.414540816326,-2400.388207951002,1
exp_schedule_sensitivity_transfer,3,5,measurement_reset_asymmetry,1,29,3.5200892857142856,-2374.414540816326,-2532.8779070143514,1
exp_schedule_sensitivity_transfer,3,5,measurement_reset_asymmetry,1,47,3.5200892857142856,-2374.414540816326,-2557.7128903719627,1
exp_schedule_sensitivity_transfer,3,5,measurement_reset_asymmetry,1,71,3.5200892857142856,-2374.414540816326,-2407.0327930845915,1
exp_schedule_sensitivity_transfer,3,5,measurement_reset_asymmetry,1,89,3.5200892857142856,-2374.414540816326,-2255.419436325769,1
exp_schedule_sensitivity_transfer,3,5,cnot_decomposition,-1,11,5.662222222222223,-3905.8859259259275,-3948.6123240177867,1
exp_schedule_sensitivity_transfer,3,5,cnot_decomposition,-1,29,5.662222222222223,-3905.8859259259275,-4166.556428556409,1
exp_schedule_sensitivity_transfer,3,5,cnot_decomposition,-1,47,5.662222222222223,-3905.8859259259275,-4207.409704300647,1
exp_schedule_sensitivity_transfer,3,5,cnot_decomposition,-1,71,5.662222222222223,-3905.8859259259275,-3959.5425938214667,1
exp_schedule_sensitivity_transfer,3,5,cnot_decomposition,-1,89,5.662222222222223,-3905.8859259259275,-3710.140281728533,1
exp_schedule_sensitivity_transfer,3,5,cnot_decomposition,0,11,4.550000000000001,-2839.5500000000006,-2870.611773436965,1
exp_schedule_sensitivity_transfer,3,5,cnot_decomposition,0,29,4.550000000000001,-2839.5500000000006,-3029.055515466102,1
exp_schedule_sensitivity_transfer,3,5,cnot_decomposition,0,47,4.550000000000001,-2839.5500000000006,-3058.7555428963833,1
exp_schedule_sensitivity_transfer,3,5,cnot_decomposition,0,71,4.550000000000001,-2839.5500000000006,-2878.557998239647,1
exp_schedule_sensitivity_transfer,3,5,cnot_decomposition,0,89,4.550000000000001,-2839.5500000000006,-2697.2443734348963,1
exp_schedule_sensitivity_transfer,3,5,cnot_decomposition,1,11,3.665454545454546,-2091.2806611570254,-2114.1571331649016,1
exp_schedule_sensitivity_transfer,3,5,cnot_decomposition,1,29,3.665454545454546,-2091.2806611570254,-2230.848275630041,1
exp_schedule_sensitivity_transfer,3,5,cnot_decomposition,1,47,3.665454545454546,-2091.2806611570254,-2252.72184468175,1
exp_schedule_sensitivity_transfer,3,5,cnot_decomposition,1,71,3.665454545454546,-2091.2806611570254,-2120.009393649505,1
exp_schedule_sensitivity_transfer,3,5,cnot_decomposition,1,89,3.665454545454546,-2091.2806611570254,-1986.4749684206988,1
exp_schedule_sensitivity_transfer,3,5,idle_padding,-1,11,5.046315789473685,-1653.102880886427,-1671.1861360339283,1
exp_schedule_sensitivity_transfer,3,5,idle_padding,-1,29,5.046315789473685,-1653.102880886427,-1763.4274441309128,1
exp_schedule_sensitivity_transfer,3,5,idle_padding,-1,47,5.046315789473685,-1653.102880886427,-1780.717930619055,1
exp_schedule_sensitivity_transfer,3,5,idle_padding,-1,71,5.046315789473685,-1653.102880886427,-1675.8121954847163,1
exp_schedule_sensitivity_transfer,3,5,idle_padding,-1,89,5.046315789473685,-1653.102880886427,-1570.256711161956,1
exp_schedule_sensitivity_transfer,3,5,idle_padding,0,11,4.550000000000001,-1419.7500000000005,-1435.2806132440462,1
exp_schedule_sensitivity_transfer,3,5,idle_padding,0,29,4.550000000000001,-1419.7500000000005,-1514.50108928633,1
exp_schedule_sensitivity_transfer,3,5,idle_padding,0,47,4.550000000000001,-1419.7500000000005,-1529.3508415161348,1
exp_schedule_sensitivity_transfer,3,5,idle_padding,0,71,4.550000000000001,-1419.7500000000005,-1439.25365568514,1
exp_schedule_sensitivity_transfer,3,5,idle_padding,0,89,4.550000000000001,-1419.7500000000005,-1348.598439606344,1
exp_schedule_sensitivity_transfer,3,5,idle_padding,1,11,4.106666666666667,-1223.759047619048,-1237.1457202532956,1
exp_schedule_sensitivity_transfer,3,5,idle_padding,1,29,4.106666666666667,-1223.759047619048,-1305.4301184314488,1
exp_schedule_sensitivity_transfer,3,5,idle_padding,1,47,4.106666666666667,-1223.759047619048,-1318.2299202600277,1
exp_schedule_sensitivity_transfer,3,5,idle_padding,1,71,4.106666666666667,-1223.759047619048,-1240.5702996749285,1
exp_schedule_sensitivity_transfer,3,5,idle_padding,1,89,4.106666666666667,-1223.759047619048,-1162.4296827421683,1
exp_schedule_sensitivity_transfer,3,20,temporal_order,-1,11,22.17142857142857,-46497.41538461539,-47006.04956329911,1
exp_schedule_sensitivity_transfer,3,20,temporal_order,-1,29,22.17142857142857,-46497.41538461539,-49600.55379397707,1
exp_schedule_sensitivity_transfer,3,20,temporal_order,-1,47,22.17142857142857,-46497.41538461539,-50086.88948532263,1
exp_schedule_sensitivity_transfer,3,20,temporal_order,-1,71,22.17142857142857,-46497.41538461539,-47136.1683903632,1
exp_schedule_sensitivity_transfer,3,20,temporal_order,-1,89,22.17142857142857,-46497.41538461539,-44167.17156782554,1
exp_schedule_sensitivity_transfer,3,20,temporal_order,0,11,18.2,-34781.399999999994,-35161.87295050991,1
exp_schedule_sensitivity_transfer,3,20,temporal_order,0,29,18.2,-34781.399999999994,-37102.63651128969,1
exp_schedule_sensitivity_transfer,3,20,temporal_order,0,47,18.2,-34781.399999999994,-37466.42955387165,1
exp_schedule_sensitivity_transfer,3,20,temporal_order,0,71,18.2,-34781.399999999994,-35259.20556425223,1
exp_schedule_sensitivity_transfer,3,20,temporal_order,0,89,18.2,-34781.399999999994,-33038.3108063561,1
exp_schedule_sensitivity_transfer,3,20,temporal_order,1,11,14.972477064220184,-26290.03087282215,-26577.61692787397,1
exp_schedule_sensitivity_transfer,3,20,temporal_order,1,29,14.972477064220184,-26290.03087282215,-28044.5715050258,1
exp_schedule_sensitivity_transfer,3,20,temporal_order,1,47,14.972477064220184,-26290.03087282215,-28319.54980724473,1
exp_schedule_sensitivity_transfer,3,20,temporal_order,1,71,14.972477064220184,-26290.03087282215,-26651.187210272554,1
exp_schedule_sensitivity_transfer,3,20,temporal_order,1,89,14.972477064220184,-26290.03087282215,-24972.491362768484,1
exp_schedule_sensitivity_transfer,3,20,measurement_reset_asymmetry,-1,11,23.625,-68245.94318181818,-68992.48401579031,1
exp_schedule_sensitivity_transfer,3,20,measurement_reset_asymmetry,-1,29,23.625,-68245.94318181818,-72800.531986784,1
exp_schedule_sensitivity_transfer,3,20,measurement_reset_asymmetry,-1,47,23.625,-68245.94318181818,-73514.34452204678,1
exp_schedule_sensitivity_transfer,3,20,measurement_reset_asymmetry,-1,71,23.625,-68245.94318181818,-69183.46413813146,1
exp_schedule_sensitivity_transfer,3,20,measurement_reset_asymmetry,-1,89,23.625,-68245.94318181818,-64825.75980592582,1
exp_schedule_sensitivity_transfer,3,20,measurement_reset_asymmetry,0,11,18.2,-46343.35,-46850.298860914554,1
exp_schedule_sensitivity_transfer,3,20,measurement_reset_asymmetry,0,29,18.2,-46343.35,-49436.206413930355,1
exp_schedule_sensitivity_transfer,3,20,measurement_reset_asymmetry,0,47,18.2,-46343.35,-49920.9306717216,1
exp_schedule_sensitivity_transfer,3,20,measurement_reset_asymmetry,0,71,18.2,-46343.35,-46979.98654988266,1
exp_schedule_sensitivity_transfer,3,20,measurement_reset_asymmetry,0,89,18.2,-46343.35,-44020.82725559475,1
exp_schedule_sensitivity_transfer,3,20,measurement_reset_asymmetry,1,11,14.080357142857142,-32071.223214285703,-32422.049602033214,1
exp_schedule_sensitivity_transfer,3,20,measurement_reset_asymmetry,1,29,14.080357142857142,-32071.223214285703,-34211.58830271577,1
exp_schedule_sensitivity_transfer,3,20,measurement_reset_asymmetry,1,47,14.080357142857142,-32071.223214285703,-34547.034485803575,1
exp_schedule_sensitivity_transfer,3,20,measurement_reset_asymmetry,1,71,14.080357142857142,-32071.223214285703,-32511.798030255195,1
exp_schedule_sensitivity_transfer,3,20,measurement_reset_asymmetry,1,89,14.080357142857142,-32071.223214285703,-30463.956036663105,1
exp_schedule_sensitivity_transfer,3,20,cnot_decomposition,-1,11,22.64888888888889,-53306.35851851852,-53889.475572647454,1
exp_schedule_sensitivity_transfer,3,20,cnot_decomposition,-1,29,22.64888888888889,-53306.35851851852,-56863.911281693196,1
exp_schedule_sensitivity_transfer,3,20,cnot_decomposition,-1,47,22.64888888888889,-53306.35851851852,-57421.46452435785,1
exp_schedule_sensitivity_transfer,3,20,cnot_decomposition,-1,71,22.64888888888889,-53306.35851851852,-54038.648613516794,1
exp_schedule_sensitivity_transfer,3,20,cnot_decomposition,-1,89,22.64888888888889,-53306.35851851852,-50634.88073193901,1
exp_schedule_sensitivity_transfer,3,20,cnot_decomposition,0,11,18.2,-38603.600000000006,-39025.883910144636,1
exp_schedule_sensitivity_transfer,3,20,cnot_decomposition,0,29,18.2,-38603.600000000006,-41179.92199357194,1
exp_schedule_sensitivity_transfer,3,20,cnot_decomposition,0,47,18.2,-38603.600000000006,-41583.693006199865,1
exp_schedule_sensitivity_transfer,3,20,cnot_decomposition,0,71,18.2,-38603.600000000006,-39133.91260616789,1
exp_schedule_sensitivity_transfer,3,20,cnot_decomposition,0,89,18.2,-38603.600000000006,-36668.95912885188,1
exp_schedule_sensitivity_transfer,3,20,cnot_decomposition,1,11,14.661818181818182,-28312.692892561983,-28622.404801850113,1
exp_schedule_sensitivity_transfer,3,20,cnot_decomposition,1,29,14.661818181818182,-28312.692892561983,-30202.221677347734,1
exp_schedule_sensitivity_transfer,3,20,cnot_decomposition,1,47,14.661818181818182,-28312.692892561983,-30498.355837878178,1
exp_schedule_sensitivity_transfer,3,20,cnot_decomposition,1,71,14.661818181818182,-28312.692892561983,-28701.635321648533,1
exp_schedule_sensitivity_transfer,3,20,cnot_decomposition,1,89,14.661818181818182,-28312.692892561983,-26893.786551127105,1
exp_schedule_sensitivity_transfer,3,20,idle_padding,-1,11,20.185263157894738,-22518.461385041555,-22764.79032649044,1
exp_schedule_sensitivity_transfer,3,20,idle_padding,-1,29,20.185263157894738,-22518.461385041555,-24021.295507446794,1
exp_schedule_sensitivity_transfer,3,20,idle_padding,-1,47,20.185263157894738,-22518.461385041555,-24256.825405079682,1
exp_schedule_sensitivity_transfer,3,20,idle_padding,-1,71,20.185263157894738,-22518.461385041555,-22827.80621153422,1
exp_schedule_sensitivity_transfer,3,20,idle_padding,-1,89,20.185263157894738,-22518.461385041555,-21389.936176230145,1
exp_schedule_sensitivity_transfer,3,20,idle_padding,0,11,18.2,-19301.7,-19512.840861174573,1
exp_schedule_sensitivity_transfer,3,20,idle_padding,0,29,18.2,-19301.7,-20589.854322999083,1
exp_schedule_sensitivity_transfer,3,20,idle_padding,0,47,18.2,-19301.7,-20791.7387833717,1
exp_schedule_sensitivity_transfer,3,20,idle_padding,0,71,18.2,-19301.7,-19566.85492934521,1
exp_schedule_sensitivity_transfer,3,20,idle_padding,0,89,18.2,-19301.7,-18334.384575981523,1
exp_schedule_sensitivity_transfer,3,20,idle_padding,1,11,16.426666666666666,-16603.22666666667,-16784.8489888806,1
exp_schedule_sensitivity_transfer,3,20,idle_padding,1,29,16.426666666666666,-16603.22666666667,-17711.290630276108,1
exp_schedule_sensitivity_transfer,3,20,idle_padding,1,47,16.426666666666666,-16603.22666666667,-17884.950642401687,1
exp_schedule_sensitivity_transfer,3,20,idle_padding,1,71,16.426666666666666,-16603.22666666667,-16831.31162258778,1
exp_schedule_sensitivity_transfer,3,20,idle_padding,1,89,16.426666666666666,-16603.22666666667,-15771.146733648251,1
exp_schedule_sensitivity_transfer,3,50,temporal_order,-1,11,55.42857142857142,-280669.9591836735,-283740.201539936,1
exp_schedule_sensitivity_transfer,3,50,temporal_order,-1,29,55.42857142857142,-280669.9591836735,-299401.2741071478,1
exp_schedule_sensitivity_transfer,3,50,temporal_order,-1,47,55.42857142857142,-280669.9591836735,-302336.91725011455,1
exp_schedule_sensitivity_transfer,3,50,temporal_order,-1,71,55.42857142857142,-280669.9591836735,-284525.63112949533,1
exp_schedule_sensitivity_transfer,3,50,temporal_order,-1,89,55.42857142857142,-280669.9591836735,-266604.0281736068,1
exp_schedule_sensitivity_transfer,3,50,temporal_order,0,11,45.5,-209776.19999999998,-212070.9371227368,1
exp_schedule_sensitivity_transfer,3,50,temporal_order,0,29,45.5,-209776.19999999998,-223776.21652146286,1
exp_schedule_sensitivity_transfer,3,50,temporal_order,0,47,45.5,-209776.19999999998,-225970.35252689337,1
exp_schedule_sensitivity_transfer,3,50,temporal_order,0,71,45.5,-209776.19999999998,-212657.9769154689,1
exp_schedule_sensitivity_transfer,3,50,temporal_order,0,89,45.5,-209776.19999999998,-199263.14913650168,1
exp_schedule_sensitivity_transfer,3,50,temporal_order,1,11,37.43119266055045,-158421.15074488672,-160154.11614153787,1
exp_schedule_sensitivity_transfer,3,50,temporal_order,1,29,37.43119266055045,-158421.15074488672,-168993.84072486337,1
exp_schedule_sensitivity_transfer,3,50,temporal_order,1,47,37.43119266055045,-158421.15074488672,-170650.83303796223,1
exp_schedule_sensitivity_transfer,3,50,temporal_order,1,71,37.43119266055045,-158421.15074488672,-160597.44345654148,1
exp_schedule_sensitivity_transfer,3,50,temporal_order,1,89,37.43119266055045,-158421.15074488672,-150481.78671963062,1
exp_schedule_sensitivity_transfer,3,50,measurement_reset_asymmetry,-1,11,59.0625,-412191.98863636365,-416700.9475078589,1
exp_schedule_sensitivity_transfer,3,50,measurement_reset_asymmetry,-1,29,59.0625,-412191.98863636365,-439700.80351109075,1
exp_schedule_sensitivity_transfer,3,50,measurement_reset_asymmetry,-1,47,59.0625,-412191.98863636365,-444012.08993641956,1
exp_schedule_sensitivity_transfer,3,50,measurement_reset_asymmetry,-1,71,59.0625,-412191.98863636365,-417854.4296453699,1
exp_schedule_sensitivity_transfer,3,50,measurement_reset_asymmetry,-1,89,59.0625,-412191.98863636365,-391534.75801601395,1
exp_schedule_sensitivity_transfer,3,50,measurement_reset_asymmetry,0,11,45.5,-279624.24999999994,-282683.0533670761,1
exp_schedule_sensitivity_transfer,3,50,measurement_reset_asymmetry,0,29,45.5,-279624.24999999994,-298285.77652112895,1
exp_schedule_sensitivity_transfer,3,50,measurement_reset_asymmetry,0,47,45.5,-279624.24999999994,-301210.4821594068,1
exp_schedule_sensitivity_transfer,3,50,measurement_reset_asymmetry,0,71,45.5,-279624.24999999994,-283465.5566337139,1
exp_schedule_sensitivity_transfer,3,50,measurement_reset_asymmetry,0,89,45.5,-279624.24999999994,-265610.7252869125,1
exp_schedule_sensitivity_transfer,3,50,measurement_reset_asymmetry,1,11,35.200892857142854,-193295.9948979591,-195410.4554286041,1
exp_schedule_sensitivity_transfer,3,50,measurement_reset_asymmetry,1,29,35.200892857142854,-193295.9948979591,-206196.1576528571,1
exp_schedule_sensitivity_transfer,3,50,measurement_reset_asymmetry,1,47,35.200892857142854,-193295.9948979591,-208217.92037956836,1
exp_schedule_sensitivity_transfer,3,50,measurement_reset_asymmetry,1,71,35.200892857142854,-193295.9948979591,-195951.37685239213,1
exp_schedule_sensitivity_transfer,3,50,measurement_reset_asymmetry,1,89,35.200892857142854,-193295.9948979591,-183608.85867338857,1
exp_schedule_sensitivity_transfer,3,50,cnot_decomposition,-1,11,56.62222222222221,-321973.97037037037,-325496.0363738724,1
exp_schedule_sensitivity_transfer,3,50,cnot_decomposition,-1,29,56.62222222222221,-321973.97037037037,-343461.8269750099,1
exp_schedule_sensitivity_transfer,3,50,cnot_decomposition,-1,47,56.62222222222221,-321973.97037037037,-346829.4858476611,1
exp_schedule_sensitivity_transfer,3,50,cnot_decomposition,-1,71,56.62222222222221,-321973.97037037037,-326397.0515168265,1
exp_schedule_sensitivity_transfer,3,50,cnot_decomposition,-1,89,56.62222222222221,-321973.97037037037,-305838.06588155706,1
exp_schedule_sensitivity_transfer,3,50,cnot_decomposition,0,11,45.5,-232981.7,-235530.28156410655,1
exp_schedule_sensitivity_transfer,3,50,cnot_decomposition,0,29,45.5,-232981.7,-248530.4021368416,1
exp_schedule_sensitivity_transfer,3,50,cnot_decomposition,0,47,45.5,-232981.7,-250967.2540608273,1
exp_schedule_sensitivity_transfer,3,50,cnot_decomposition,0,71,45.5,-232981.7,-236182.25985753725,1
exp_schedule_sensitivity_transfer,3,50,cnot_decomposition,0,89,45.5,-232981.7,-221305.69260562304,1
exp_schedule_sensitivity_transfer,3,50,cnot_decomposition,1,11,36.65454545454545,-170725.76528925615,-172593.33058702064,1
exp_schedule_sensitivity_transfer,3,50,cnot_decomposition,1,29,36.65454545454545,-170725.76528925615,-182119.6390208281,1
exp_schedule_sensitivity_transfer,3,50,cnot_decomposition,1,47,36.65454545454545,-170725.76528925615,-183905.3303846522,1
exp_schedule_sensitivity_transfer,3,50,cnot_decomposition,1,71,36.65454545454545,-170725.76528925615,-173071.09125705584,1
exp_schedule_sensitivity_transfer,3,50,cnot_decomposition,1,89,36.65454545454545,-170725.76528925615,-162169.7486668003,1
exp_schedule_sensitivity_transfer,3,50,idle_padding,-1,11,50.463157894736845,-135959.98171745153,-137447.2448924621,1
exp_schedule_sensitivity_transfer,3,50,idle_padding,-1,29,50.463157894736845,-135959.98171745153,-145033.66114487042,1
