experiment_id,distance,eta,seed,gate_family_ablated,ablation_mode,predicted_delta_eta_eff,observed_delta_eta_eff,eta_eff,interval_low,interval_high,interval_violation
exp_gate_class_convexity_ablation,3,1,29,measurement,replace_with_reference_channel,0.009182813848058155,0.009385359790645953,0.7347,0.5431250000000001,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,47,measurement,replace_with_reference_channel,0.009182813848058155,0.009086440270459168,0.7347,0.5431250000000001,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,71,measurement,replace_with_reference_channel,0.009182813848058155,0.008820957259138534,0.7347,0.5431250000000001,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,89,measurement,replace_with_reference_channel,0.009182813848058155,0.008896506175331775,0.7347,0.5431250000000001,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,11,measurement,amplify_non_z_mass_2x,-0.02244687829525327,-0.023336320005319888,0.7347,0.5431250000000001,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,29,measurement,amplify_non_z_mass_2x,-0.02244687829525327,-0.022941990599356775,0.7347,0.5431250000000001,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,47,measurement,amplify_non_z_mass_2x,-0.02244687829525327,-0.02221129843890019,0.7347,0.5431250000000001,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,71,measurement,amplify_non_z_mass_2x,-0.02244687829525327,-0.021562339966783084,0.7347,0.5431250000000001,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,89,measurement,amplify_non_z_mass_2x,-0.02244687829525327,-0.021747015095255454,0.7347,0.5431250000000001,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,11,measurement,swap_decomposition,-0.01673312745646153,-0.017396165822147553,0.7347,0.5431250000000001,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,29,measurement,swap_decomposition,-0.01673312745646153,-0.01710221117406596,0.7347,0.5431250000000001,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,47,measurement,swap_decomposition,-0.01673312745646153,-0.0165575133817256,0.7347,0.5431250000000001,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,71,measurement,swap_decomposition,-0.01673312745646153,-0.016073744338874662,0.7347,0.5431250000000001,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,89,measurement,swap_decomposition,-0.01673312745646153,-0.016211411252826793,0.7347,0.5431250000000001,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,11,reset,replace_with_reference_channel,0.00696197028154409,0.007237833440385157,0.7347,0.5479032258064516,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,29,reset,replace_with_reference_channel,0.00696197028154409,0.007115530928234295,0.7347,0.5479032258064516,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,47,reset,replace_with_reference_channel,0.00696197028154409,0.0068889044441796405,0.7347,0.5479032258064516,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,71,reset,replace_with_reference_channel,0.00696197028154409,0.0066876279220099205,0.7347,0.5479032258064516,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,89,reset,replace_with_reference_channel,0.00696197028154409,0.006744905497058601,0.7347,0.5479032258064516,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,11,reset,amplify_non_z_mass_2x,-0.017018149577107775,-0.017692481743163718,0.7347,0.5479032258064516,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,29,reset,amplify_non_z_mass_2x,-0.017018149577107775,-0.017393520046794942,0.7347,0.5479032258064516,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,47,reset,amplify_non_z_mass_2x,-0.017018149577107775,-0.016839544196883566,0.7347,0.5479032258064516,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,71,reset,amplify_non_z_mass_2x,-0.017018149577107775,-0.016347534920468695,0.7347,0.5479032258064516,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,89,reset,amplify_non_z_mass_2x,-0.017018149577107775,-0.01648754677058769,0.7347,0.5479032258064516,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,11,reset,swap_decomposition,-0.012686256957480343,-0.013188940935812955,0.7347,0.5479032258064516,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,29,reset,swap_decomposition,-0.012686256957480343,-0.01296607858033805,0.7347,0.5479032258064516,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,47,reset,swap_decomposition,-0.012686256957480343,-0.01255311476494957,0.7347,0.5479032258064516,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,71,reset,swap_decomposition,-0.012686256957480343,-0.012186344213440302,0.7347,0.5479032258064516,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,89,reset,swap_decomposition,-0.012686256957480343,-0.012290716683529008,0.7347,0.5479032258064516,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,11,idle,replace_with_reference_channel,0.003144115611019911,0.0032686989730771675,0.7347,0.5529999999999999,0.9780952380952381,0
exp_gate_class_convexity_ablation,3,1,29,idle,replace_with_reference_channel,0.003144115611019911,0.003213465580492907,0.7347,0.5529999999999999,0.9780952380952381,0
exp_gate_class_convexity_ablation,3,1,47,idle,replace_with_reference_channel,0.003144115611019911,0.0031111181360811277,0.7347,0.5529999999999999,0.9780952380952381,0
exp_gate_class_convexity_ablation,3,1,71,idle,replace_with_reference_channel,0.003144115611019911,0.003020219061552867,0.7347,0.5529999999999999,0.9780952380952381,0
exp_gate_class_convexity_ablation,3,1,89,idle,replace_with_reference_channel,0.003144115611019911,0.0030460863535103355,0.7347,0.5529999999999999,0.9780952380952381,0
exp_gate_class_convexity_ablation,3,1,11,idle,amplify_non_z_mass_2x,-0.007685615938048672,-0.007990153045299743,0.7347,0.5529999999999999,0.9780952380952381,0
exp_gate_class_convexity_ablation,3,1,29,idle,amplify_non_z_mass_2x,-0.007685615938048672,-0.007855138085649329,0.7347,0.5529999999999999,0.9780952380952381,0
exp_gate_class_convexity_ablation,3,1,47,idle,amplify_non_z_mass_2x,-0.007685615938048672,-0.007604955443753869,0.7347,0.5529999999999999,0.9780952380952381,0
exp_gate_class_convexity_ablation,3,1,71,idle,amplify_non_z_mass_2x,-0.007685615938048672,-0.00738275770601812,0.7347,0.5529999999999999,0.9780952380952381,0
exp_gate_class_convexity_ablation,3,1,89,idle,amplify_non_z_mass_2x,-0.007685615938048672,-0.007445988864136377,0.7347,0.5529999999999999,0.9780952380952381,0
exp_gate_class_convexity_ablation,3,1,11,idle,swap_decomposition,-0.005729277335636283,-0.005956295906496172,0.7347,0.5529999999999999,0.9780952380952381,0
exp_gate_class_convexity_ablation,3,1,29,idle,swap_decomposition,-0.005729277335636283,-0.005855648391120409,0.7347,0.5529999999999999,0.9780952380952381,0
exp_gate_class_convexity_ablation,3,1,47,idle,swap_decomposition,-0.005729277335636283,-0.005669148603525611,0.7347,0.5529999999999999,0.9780952380952381,0
exp_gate_class_convexity_ablation,3,1,71,idle,swap_decomposition,-0.005729277335636283,-0.00550351028994078,0.7347,0.5529999999999999,0.9780952380952381,0
exp_gate_class_convexity_ablation,3,1,89,idle,swap_decomposition,-0.005729277335636283,-0.00555064624417439,0.7347,0.5529999999999999,0.9780952380952381,0
exp_gate_class_convexity_ablation,3,1,11,single_qubit_clifford,replace_with_reference_channel,0.006288231222039824,0.006537397946154337,0.7347,0.5529999999999999,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,29,single_qubit_clifford,replace_with_reference_channel,0.006288231222039824,0.006426931160985816,0.7347,0.5529999999999999,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,47,single_qubit_clifford,replace_with_reference_channel,0.006288231222039824,0.006222236272162257,0.7347,0.5529999999999999,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,71,single_qubit_clifford,replace_with_reference_channel,0.006288231222039824,0.006040438123105735,0.7347,0.5529999999999999,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,89,single_qubit_clifford,replace_with_reference_channel,0.006288231222039824,0.006092172707020673,0.7347,0.5529999999999999,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,11,single_qubit_clifford,amplify_non_z_mass_2x,-0.015371231876097348,-0.01598030609059949,0.7347,0.5529999999999999,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,29,single_qubit_clifford,amplify_non_z_mass_2x,-0.015371231876097348,-0.01571027617129866,0.7347,0.5529999999999999,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,47,single_qubit_clifford,amplify_non_z_mass_2x,-0.015371231876097348,-0.015209910887507741,0.7347,0.5529999999999999,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,71,single_qubit_clifford,amplify_non_z_mass_2x,-0.015371231876097348,-0.014765515412036244,0.7347,0.5529999999999999,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,89,single_qubit_clifford,amplify_non_z_mass_2x,-0.015371231876097348,-0.014891977728272757,0.7347,0.5529999999999999,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,11,single_qubit_clifford,swap_decomposition,-0.011458554671272566,-0.011912591812992344,0.7347,0.5529999999999999,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,29,single_qubit_clifford,swap_decomposition,-0.011458554671272566,-0.011711296782240819,0.7347,0.5529999999999999,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,47,single_qubit_clifford,swap_decomposition,-0.011458554671272566,-0.011338297207051222,0.7347,0.5529999999999999,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,71,single_qubit_clifford,swap_decomposition,-0.011458554671272566,-0.01100702057988156,0.7347,0.5529999999999999,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,1,89,single_qubit_clifford,swap_decomposition,-0.011458554671272566,-0.01110129248834878,0.7347,0.5529999999999999,0.8295000000000001,0
exp_gate_class_convexity_ablation,3,5,11,cnot,replace_with_reference_channel,0.027591304066642813,0.028684590017108023,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,29,cnot,replace_with_reference_channel,0.027591304066642813,0.028199887315946782,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,47,cnot,replace_with_reference_channel,0.027591304066642813,0.02730173349192337,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,71,cnot,replace_with_reference_channel,0.027591304066642813,0.026504045265734993,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,89,cnot,replace_with_reference_channel,0.027591304066642813,0.026731044653186785,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,11,cnot,amplify_non_z_mass_2x,-0.06744540994068243,-0.07011788670848627,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,29,cnot,amplify_non_z_mass_2x,-0.06744540994068243,-0.06893305788342546,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,47,cnot,amplify_non_z_mass_2x,-0.06744540994068243,-0.06673757075803491,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,71,cnot,amplify_non_z_mass_2x,-0.06744540994068243,-0.06478766620512998,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,89,cnot,amplify_non_z_mass_2x,-0.06744540994068243,-0.06534255359667882,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,11,cnot,swap_decomposition,-0.05027748741032691,-0.052269697364507955,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,29,cnot,swap_decomposition,-0.05027748741032691,-0.0513864613312808,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,47,cnot,swap_decomposition,-0.05027748741032691,-0.049749825474171484,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,71,cnot,swap_decomposition,-0.05027748741032691,-0.04829626026200599,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,89,cnot,swap_decomposition,-0.05027748741032691,-0.04870990359025148,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,11,measurement,replace_with_reference_channel,0.023737229448333272,0.024677800412146705,3.6735000000000007,2.715625,4.1475,0
exp_gate_class_convexity_ablation,3,5,29,measurement,replace_with_reference_channel,0.023737229448333272,0.024260803114595948,3.6735000000000007,2.715625,4.1475,0
exp_gate_class_convexity_ablation,3,5,47,measurement,replace_with_reference_channel,0.023737229448333272,0.023488107364179552,3.6735000000000007,2.715625,4.1475,0
exp_gate_class_convexity_ablation,3,5,71,measurement,replace_with_reference_channel,0.023737229448333272,0.02280184373533718,3.6735000000000007,2.715625,4.1475,0
exp_gate_class_convexity_ablation,3,5,89,measurement,replace_with_reference_channel,0.023737229448333272,0.022997134850666835,3.6735000000000007,2.715625,4.1475,0
exp_gate_class_convexity_ablation,3,5,11,measurement,amplify_non_z_mass_2x,-0.058024338651481336,-0.06032351211858084,3.6735000000000007,2.715625,4.1475,0
exp_gate_class_convexity_ablation,3,5,29,measurement,amplify_non_z_mass_2x,-0.058024338651481336,-0.05930418539123455,3.6735000000000007,2.715625,4.1475,0
exp_gate_class_convexity_ablation,3,5,47,measurement,amplify_non_z_mass_2x,-0.058024338651481336,-0.05741537355688335,3.6735000000000007,2.715625,4.1475,0
exp_gate_class_convexity_ablation,3,5,71,measurement,amplify_non_z_mass_2x,-0.058024338651481336,-0.05573784024193534,3.6735000000000007,2.715625,4.1475,0
exp_gate_class_convexity_ablation,3,5,89,measurement,amplify_non_z_mass_2x,-0.058024338651481336,-0.05621521852385227,3.6735000000000007,2.715625,4.1475,0
exp_gate_class_convexity_ablation,3,5,11,measurement,swap_decomposition,-0.04325450699474063,-0.044968436306578444,3.6735000000000007,2.715625,4.1475,0
exp_gate_class_convexity_ablation,3,5,29,measurement,swap_decomposition,-0.04325450699474063,-0.04420857456437484,3.6735000000000007,2.715625,4.1475,0
exp_gate_class_convexity_ablation,3,5,47,measurement,swap_decomposition,-0.04325450699474063,-0.0428005511969494,3.6735000000000007,2.715625,4.1475,0
exp_gate_class_convexity_ablation,3,5,71,measurement,swap_decomposition,-0.04325450699474063,-0.04155002636216997,3.6735000000000007,2.715625,4.1475,0
exp_gate_class_convexity_ablation,3,5,89,measurement,swap_decomposition,-0.04325450699474063,-0.04190589017232623,3.6735000000000007,2.715625,4.1475,0
exp_gate_class_convexity_ablation,3,5,11,reset,replace_with_reference_channel,0.017996432108926583,0.018709528029861224,3.6735000000000007,2.7395161290322583,4.1475,0
exp_gate_class_convexity_ablation,3,5,29,reset,replace_with_reference_channel,0.017996432108926583,0.018393380622207255,3.6735000000000007,2.7395161290322583,4.1475,0
exp_gate_class_convexity_ablation,3,5,47,reset,replace_with_reference_channel,0.017996432108926583,0.017807559659255692,3.6735000000000007,2.7395161290322583,4.1475,0
exp_gate_class_convexity_ablation,3,5,71,reset,replace_with_reference_channel,0.017996432108926583,0.017287267397171395,3.6735000000000007,2.7395161290322583,4.1475,0
exp_gate_class_convexity_ablation,3,5,89,reset,replace_with_reference_channel,0.017996432108926583,0.017435327780804474,3.6735000000000007,2.7395161290322583,4.1475,0
exp_gate_class_convexity_ablation,3,5,11,reset,amplify_non_z_mass_2x,-0.043991278488487204,-0.045734401850771884,3.6735000000000007,2.7395161290322583,4.1475,0
exp_gate_class_convexity_ablation,3,5,29,reset,amplify_non_z_mass_2x,-0.043991278488487204,-0.04496159707650662,3.6735000000000007,2.7395161290322583,4.1475,0
exp_gate_class_convexity_ablation,3,5,47,reset,amplify_non_z_mass_2x,-0.043991278488487204,-0.04352959027818058,3.6735000000000007,2.7395161290322583,4.1475,0
exp_gate_class_convexity_ablation,3,5,71,reset,amplify_non_z_mass_2x,-0.043991278488487204,-0.04225776474864119,3.6735000000000007,2.7395161290322583,4.1475,0
exp_gate_class_convexity_ablation,3,5,89,reset,amplify_non_z_mass_2x,-0.043991278488487204,-0.042619690130855384,3.6735000000000007,2.7395161290322583,4.1475,0
exp_gate_class_convexity_ablation,3,5,11,reset,swap_decomposition,-0.032793498509599554,-0.034092917743302684,3.6735000000000007,2.7395161290322583,4.1475,0
exp_gate_class_convexity_ablation,3,5,29,reset,swap_decomposition,-0.032793498509599554,-0.03351682691157767,3.6735000000000007,2.7395161290322583,4.1475,0
exp_gate_class_convexity_ablation,3,5,47,reset,swap_decomposition,-0.032793498509599554,-0.03244933093464371,3.6735000000000007,2.7395161290322583,4.1475,0
exp_gate_class_convexity_ablation,3,5,71,reset,swap_decomposition,-0.032793498509599554,-0.03150124281262343,3.6735000000000007,2.7395161290322583,4.1475,0
exp_gate_class_convexity_ablation,3,5,89,reset,swap_decomposition,-0.032793498509599554,-0.031771041733910384,3.6735000000000007,2.7395161290322583,4.1475,0
exp_gate_class_convexity_ablation,3,5,11,idle,replace_with_reference_channel,0.008127420952418456,0.00844946427155023,3.6735000000000007,2.765,4.890476190476191,0
exp_gate_class_convexity_ablation,3,5,29,idle,replace_with_reference_channel,0.008127420952418456,0.008306688022932308,3.6735000000000007,2.765,4.890476190476191,0
exp_gate_class_convexity_ablation,3,5,47,idle,replace_with_reference_channel,0.008127420952418456,0.008042123717083216,3.6735000000000007,2.765,4.890476190476191,0
exp_gate_class_convexity_ablation,3,5,71,idle,replace_with_reference_channel,0.008127420952418456,0.007807153018077403,3.6735000000000007,2.765,4.890476190476191,0
exp_gate_class_convexity_ablation,3,5,89,idle,replace_with_reference_channel,0.008127420952418456,0.007874018997782666,3.6735000000000007,2.765,4.890476190476191,0
exp_gate_class_convexity_ablation,3,5,11,idle,amplify_non_z_mass_2x,-0.01986702899480067,-0.020654245997122785,3.6735000000000007,2.765,4.890476190476191,0
exp_gate_class_convexity_ablation,3,5,29,idle,amplify_non_z_mass_2x,-0.01986702899480067,-0.020305237389390086,3.6735000000000007,2.765,4.890476190476191,0
exp_gate_class_convexity_ablation,3,5,47,idle,amplify_non_z_mass_2x,-0.01986702899480067,-0.01965852464175897,3.6735000000000007,2.765,4.890476190476191,0
exp_gate_class_convexity_ablation,3,5,71,idle,amplify_non_z_mass_2x,-0.01986702899480067,-0.019084151821966985,3.6735000000000007,2.765,4.890476190476191,0
exp_gate_class_convexity_ablation,3,5,89,idle,amplify_non_z_mass_2x,-0.01986702899480067,-0.01924760199457985,3.6735000000000007,2.765,4.890476190476191,0
exp_gate_class_convexity_ablation,3,5,11,idle,swap_decomposition,-0.014809967068851411,-0.015396801561491532,3.6735000000000007,2.765,4.890476190476191,0
exp_gate_class_convexity_ablation,3,5,29,idle,swap_decomposition,-0.014809967068851411,-0.015136631508454429,3.6735000000000007,2.765,4.890476190476191,0
exp_gate_class_convexity_ablation,3,5,47,idle,swap_decomposition,-0.014809967068851411,-0.014654536551129416,3.6735000000000007,2.765,4.890476190476191,0
exp_gate_class_convexity_ablation,3,5,71,idle,swap_decomposition,-0.014809967068851411,-0.014226367721829936,3.6735000000000007,2.765,4.890476190476191,0
exp_gate_class_convexity_ablation,3,5,89,idle,swap_decomposition,-0.014809967068851411,-0.014348212395959526,3.6735000000000007,2.765,4.890476190476191,0
exp_gate_class_convexity_ablation,3,5,11,single_qubit_clifford,replace_with_reference_channel,0.016254841904836916,0.016898928543100464,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,29,single_qubit_clifford,replace_with_reference_channel,0.016254841904836916,0.01661337604586462,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,47,single_qubit_clifford,replace_with_reference_channel,0.016254841904836916,0.016084247434166435,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,71,single_qubit_clifford,replace_with_reference_channel,0.016254841904836916,0.01561430603615481,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,89,single_qubit_clifford,replace_with_reference_channel,0.016254841904836916,0.015748037995565334,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,11,single_qubit_clifford,amplify_non_z_mass_2x,-0.03973405798960135,-0.04130849199424558,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,29,single_qubit_clifford,amplify_non_z_mass_2x,-0.03973405798960135,-0.04061047477878018,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,47,single_qubit_clifford,amplify_non_z_mass_2x,-0.03973405798960135,-0.039317049283517945,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,71,single_qubit_clifford,amplify_non_z_mass_2x,-0.03973405798960135,-0.038168303643933976,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,89,single_qubit_clifford,amplify_non_z_mass_2x,-0.03973405798960135,-0.038495203989159704,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,11,single_qubit_clifford,swap_decomposition,-0.029619934137702822,-0.030793603122983064,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,29,single_qubit_clifford,swap_decomposition,-0.029619934137702822,-0.030273263016908858,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,47,single_qubit_clifford,swap_decomposition,-0.029619934137702822,-0.02930907310225883,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,71,single_qubit_clifford,swap_decomposition,-0.029619934137702822,-0.028452735443659873,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,5,89,single_qubit_clifford,swap_decomposition,-0.029619934137702822,-0.028696424791919053,3.6735000000000007,2.765,4.1475,0
exp_gate_class_convexity_ablation,3,20,11,cnot,replace_with_reference_channel,0.04688260101850299,0.048740290995424464,14.694000000000003,11.06,16.59,0
exp_gate_class_convexity_ablation,3,20,29,cnot,replace_with_reference_channel,0.04688260101850299,0.04791669370200744,14.694000000000003,11.06,16.59,0
exp_gate_class_convexity_ablation,3,20,47,cnot,replace_with_reference_channel,0.04688260101850299,0.04639056839516341,14.694000000000003,11.06,16.59,0
exp_gate_class_convexity_ablation,3,20,71,cnot,replace_with_reference_channel,0.04688260101850299,0.045035152255526865,14.694000000000003,11.06,16.59,0
exp_gate_class_convexity_ablation,3,20,89,cnot,replace_with_reference_channel,0.04688260101850299,0.04542086514853265,14.694000000000003,11.06,16.59,0
exp_gate_class_convexity_ablation,3,20,11,cnot,amplify_non_z_mass_2x,-0.11460191360078507,-0.11914293354437092,14.694000000000003,11.06,16.59,0
exp_gate_class_convexity_ablation,3,20,29,cnot,amplify_non_z_mass_2x,-0.11460191360078507,-0.11712969571601818,14.694000000000003,11.06,16.59,0
exp_gate_class_convexity_ablation,3,20,47,cnot,amplify_non_z_mass_2x,-0.11460191360078507,-0.11339916718817722,14.694000000000003,11.06,16.59,0
exp_gate_class_convexity_ablation,3,20,71,cnot,amplify_non_z_mass_2x,-0.11460191360078507,-0.11008592773573234,14.694000000000003,11.06,16.59,0
exp_gate_class_convexity_ablation,3,20,89,cnot,amplify_non_z_mass_2x,-0.11460191360078507,-0.11102878147419092,14.694000000000003,11.06,16.59,0
exp_gate_class_convexity_ablation,3,20,11,cnot,swap_decomposition,-0.08543051741149432,-0.08881564136944013,14.694000000000003,11.06,16.59,0
exp_gate_class_convexity_ablation,3,20,29,cnot,swap_decomposition,-0.08543051741149432,-0.08731486407921356,14.694000000000003,11.06,16.59,0
exp_gate_class_convexity_ablation,3,20,47,cnot,swap_decomposition,-0.08543051741149432,-0.08453392463118665,14.694000000000003,11.06,16.59,0
exp_gate_class_convexity_ablation,3,20,71,cnot,swap_decomposition,-0.08543051741149432,-0.08206405522118228,14.694000000000003,11.06,16.59,0
exp_gate_class_convexity_ablation,3,20,89,cnot,swap_decomposition,-0.08543051741149432,-0.08276690982621504,14.694000000000003,11.06,16.59,0
exp_gate_class_convexity_ablation,3,20,11,measurement,replace_with_reference_channel,0.04033383325495991,0.04193203293118926,14.694000000000003,10.8625,16.59,0
exp_gate_class_convexity_ablation,3,20,29,measurement,replace_with_reference_channel,0.04033383325495991,0.041223479327501436,14.694000000000003,10.8625,16.59,0
exp_gate_class_convexity_ablation,3,20,47,measurement,replace_with_reference_channel,0.04033383325495991,0.03991052991097636,14.694000000000003,10.8625,16.59,0
exp_gate_class_convexity_ablation,3,20,71,measurement,replace_with_reference_channel,0.04033383325495991,0.038744444254900964,14.694000000000003,10.8625,16.59,0
exp_gate_class_convexity_ablation,3,20,89,measurement,replace_with_reference_channel,0.04033383325495991,0.03907627907576859,14.694000000000003,10.8625,16.59,0
exp_gate_class_convexity_ablation,3,20,11,measurement,amplify_non_z_mass_2x,-0.09859381462323534,-0.10250052494290708,14.694000000000003,10.8625,16.59,0
exp_gate_class_convexity_ablation,3,20,29,measurement,amplify_non_z_mass_2x,-0.09859381462323534,-0.1007685050227813,14.694000000000003,10.8625,16.59,0
exp_gate_class_convexity_ablation,3,20,47,measurement,amplify_non_z_mass_2x,-0.09859381462323534,-0.09755907311572,14.694000000000003,10.8625,16.59,0
