experiment_id,code_family,decoder,distance,eta,eta_eff,eta_gap,schedule_family,seed,chi_temp,threshold_true,threshold_nominal,threshold_eta_eff,threshold_residual_nominal,threshold_residual_eta_eff
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,5,3.368877894849582,1.6311221051504181,bias_preserving_reference,89,0.98,0.013170045327317336,0.015072995224961982,0.014189013818983173,0.0019029498976446454,0.0010189684916658368
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,5,2.0513098651952393,2.9486901348047607,temporal_order_swap,11,0.82,0.01106692442944104,0.015072995224961982,0.01304767263285522,0.004006070795520941,0.001980748203414179
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,5,2.0614984004576034,2.9385015995423966,temporal_order_swap,29,0.82,0.011105449994460422,0.015072995224961982,0.013058925896489906,0.00396754523050156,0.0019534759020294837
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,5,2.077623382098337,2.922376617901663,temporal_order_swap,47,0.82,0.011294554888287124,0.015072995224961982,0.013076635916819384,0.0037784403366748574,0.0017820810285322595
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,5,2.0897631843270013,2.9102368156729987,temporal_order_swap,71,0.82,0.011554638320197612,0.015072995224961982,0.013089888820754058,0.0035183569047643696,0.0015352505005564454
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,5,2.0836135553779234,2.9163864446220766,temporal_order_swap,89,0.82,0.011584215405876008,0.015072995224961982,0.013083183897541845,0.0034887798190859735,0.0014989684916658363
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,5,1.7654112848862655,3.2345887151137345,measurement_reset_asymmetric,11,0.78,0.010633632997447193,0.015072995224961982,0.012710381200861372,0.004439362227514789,0.0020767482034141794
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,5,1.7732919600822352,3.2267080399177646,measurement_reset_asymmetric,29,0.78,0.010670799519122878,0.015072995224961982,0.012720275421152363,0.0044021957058391036,0.0020494759020294843
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,5,1.7874359597642973,3.2125640402357027,measurement_reset_asymmetric,47,0.78,0.01085986178495001,0.015072995224961982,0.01273794281348227,0.004213133440011972,0.00187808102853226
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,5,1.7996754524484124,3.2003245475515874,measurement_reset_asymmetric,71,0.78,0.011121887801238961,0.015072995224961982,0.012753138301795405,0.003951107423723021,0.0016312505005564443
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,5,1.7956004815536217,3.2043995184463783,measurement_reset_asymmetric,89,0.78,0.011153120206175674,0.015072995224961982,0.012748088697841511,0.003919875018786307,0.001594968491665837
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,5,1.5683070528285767,3.431692947171423,cnot_decomposition_variant,11,0.74,0.010277753055602802,0.015072995224961982,0.012450501259016982,0.004795242169359179,0.00217274820341418
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,5,1.5766782543611344,3.423321745638866,cnot_decomposition_variant,29,0.74,0.010316573518325904,0.015072995224961982,0.012462049420355389,0.004756421706636078,0.002145475902029485
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,5,1.5896977767421665,3.4103022232578333,cnot_decomposition_variant,47,0.74,0.01050583471997251,0.015072995224961982,0.012479915748504771,0.004567160504989471,0.0019740810285322607
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,5,1.599279806893011,3.400720193106989,cnot_decomposition_variant,71,0.74,0.010765741718129258,0.015072995224961982,0.012492992218685703,0.004307253506832724,0.0017272505005564449
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,5,1.5941214110311805,3.4058785889688195,cnot_decomposition_variant,89,0.74,0.01079499175502934,0.015072995224961982,0.012485960246695177,0.004278003469932642,0.0016909684916658375
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,20,13.45855906077585,6.541440939224151,bias_preserving_reference,11,0.98,0.01588249439344876,0.017458120805212224,0.01691514213733096,0.0015756264117634637,0.0010326477438822
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,20,13.360844540878308,6.639155459121692,bias_preserving_reference,29,0.98,0.015717907320658794,0.017458120805212224,0.01690409251805622,0.0017402134845534295,0.0011861851973974241
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,20,13.292784840944288,6.707215159055712,bias_preserving_reference,47,0.98,0.01550554944542496,0.017458120805212224,0.01689632522870567,0.0019525713597872644,0.0013907757832807097
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,20,13.318969451576496,6.681030548423504,bias_preserving_reference,71,0.98,0.015389395301606294,0.017458120805212224,0.016899320500171677,0.00206872550360593,0.0015099251985653834
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,20,13.409636982404436,6.590363017595564,bias_preserving_reference,89,0.98,0.015504041050661943,0.017458120805212224,0.016909624928731014,0.001954079754550281,0.0014055838780690708
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,20,8.324084051810821,11.675915948189179,temporal_order_swap,11,0.82,0.014590978470801553,0.017458120805212224,0.016103626214683753,0.0028671423344106706,0.0015126477438821995
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,20,8.260262159144629,11.739737840855371,temporal_order_swap,29,0.82,0.014423097514615025,0.017458120805212224,0.01608928271201245,0.0030350232905971986,0.0016661851973974236
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,20,8.2106416999603,11.7893583000397,temporal_order_swap,47,0.82,0.014207249884100832,0.017458120805212224,0.01607802566738154,0.0032508709211113915,0.0018707757832807093
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,20,8.218999989385617,11.781000010614383,temporal_order_swap,71,0.82,0.014090003160736785,0.017458120805212224,0.016079928359302168,0.0033681176444754386,0.001989925198565383
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,20,8.275853017323,11.724146982677,temporal_order_swap,89,0.82,0.014207216739457148,0.017458120805212224,0.01609280061752622,0.0032509040657550756,0.0018855838780690703
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,20,7.173989236467118,12.826010763532881,measurement_reset_asymmetric,11,0.78,0.014210800678704037,0.017458120805212224,0.015819448422586237,0.0032473201265081873,0.0016086477438822001
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,20,7.118617638103031,12.881382361896968,measurement_reset_asymmetric,29,0.78,0.014042054504041553,0.017458120805212224,0.015804239701438978,0.0034160663011706706,0.0017621851973974242
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,20,7.071279314371245,12.928720685628754,measurement_reset_asymmetric,47,0.78,0.013824336671880351,0.017458120805212224,0.01579111245516106,0.0036337841333318726,0.00196677578328071
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,20,7.071346892032863,12.928653107967136,measurement_reset_asymmetric,71,0.78,0.013705206079310773,0.017458120805212224,0.015791131277876156,0.0037529147259014514,0.0020859251985653835
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,20,7.118743746541383,12.881256253458616,measurement_reset_asymmetric,89,0.78,0.013822690639396593,0.017458120805212224,0.015804274517465664,0.0036354301658156306,0.001981583878069071
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,20,6.368009264119101,13.6319907358809,cnot_decomposition_variant,11,0.74,0.013876702760638487,0.017458120805212224,0.015581350504520688,0.0035814180445737365,0.0017046477438822007
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,20,6.31638259919536,13.68361740080464,cnot_decomposition_variant,29,0.74,0.013706584398492204,0.017458120805212224,0.015564769595889628,0.0037515364067200203,0.0018581851973974248
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,20,6.276886970240731,13.723113029759268,cnot_decomposition_variant,47,0.74,0.013489190413242568,0.017458120805212224,0.015551966196523279,0.003968930391969655,0.0020627757832807105
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,20,6.2846666290572895,13.71533337094271,cnot_decomposition_variant,71,0.74,0.013372571155388487,0.017458120805212224,0.01555449635395387,0.004085549649823737,0.002181925198565384
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,20,6.3309040582329885,13.669095941767011,cnot_decomposition_variant,89,0.74,0.013491867221112197,0.017458120805212224,0.015569451099181269,0.0039662535841000265,0.0020775838780690715
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,50,33.271324644220876,16.728675355779124,bias_preserving_reference,11,0.98,0.016674683657745357,0.018327026627199476,0.018000542400063258,0.0016523429694541188,0.0013258587423179008
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,50,33.220078958500025,16.779921041499975,bias_preserving_reference,29,0.98,0.01651381239181078,0.018327026627199476,0.017999138461841854,0.0018132142353886951,0.0014853260700310733
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,50,33.36323438999985,16.636765610000147,bias_preserving_reference,47,0.98,0.016510431378932076,0.018327026627199476,0.01800305159641451,0.0018165952482674004,0.001492620217482435
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,50,33.681331417647506,16.318668582352494,bias_preserving_reference,71,0.98,0.016738150569565652,0.018327026627199476,0.018011649805199023,0.0015888760576338243,0.0012734992356333713
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,50,33.80545062785464,16.19454937214536,bias_preserving_reference,89,0.98,0.01693312673256871,0.018327026627199476,0.018014969040549424,0.0013938998946307658,0.0010818423079807134
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,50,20.55763539667514,29.44236460332486,temporal_order_swap,11,0.82,0.015685856681489363,0.018327026627199476,0.017491715423807265,0.002641169945710113,0.001805858742317902
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,50,20.50715147395869,29.49284852604131,temporal_order_swap,29,0.82,0.015523406698264235,0.018327026627199476,0.01748873276829531,0.0028036199289352415,0.0019653260700310746
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,50,20.586981535215074,29.413018464784926,temporal_order_swap,47,0.82,0.015520823765450194,0.018327026627199476,0.017493443982932632,0.002806202861749282,0.001972620217482438
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,50,20.796622187140994,29.203377812859006,temporal_order_swap,71,0.82,0.015752182126591872,0.018327026627199476,0.017505681362225245,0.0025748445006076037,0.0017534992356333726
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,50,20.893472264404558,29.106527735595442,temporal_order_swap,89,0.82,0.015949427619719233,0.018327026627199476,0.017511269927699948,0.002377599007480243,0.0015618423079807146
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,50,17.709527070125706,32.2904729298743,measurement_reset_asymmetric,11,0.78,0.015401414826737486,0.018327026627199476,0.017303273569055387,0.00292561180046199,0.001901858742317901
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,50,17.651687748345566,32.348312251654434,measurement_reset_asymmetric,29,0.78,0.015237639895589185,0.018327026627199476,0.01729896596562026,0.003089386731610291,0.002061326070031075
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,50,17.709764364026526,32.290235635973474,measurement_reset_asymmetric,47,0.78,0.015234670979597083,0.018327026627199476,0.01730329119707952,0.0030923556476023933,0.0020686202174824385
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,50,17.893179562186646,32.106820437813354,measurement_reset_asymmetric,71,0.78,0.015467309827837719,0.018327026627199476,0.017316809063471092,0.0028597167993617573,0.0018494992356333732
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,50,17.99014038467796,32.00985961532204,measurement_reset_asymmetric,89,0.78,0.01566602708830918,0.018327026627199476,0.017323869396289895,0.0026609995388902977,0.001657842307980717
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,50,15.716664283573504,34.28333571642649,cnot_decomposition_variant,11,0.74,0.015143288512523195,0.018327026627199476,0.0171411472548411,0.003183738114676281,0.0019978587423179033
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,50,15.677875134894265,34.322124865105735,cnot_decomposition_variant,29,0.74,0.014980357479395415,0.018327026627199476,0.01713768354942649,0.0033466691478040607,0.0021573260700310758
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,50,15.74398378767696,34.25601621232304,cnot_decomposition_variant,47,0.74,0.014978958791091757,0.018327026627199476,0.017143579008574196,0.0033480678361077192,0.002164620217482439
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,50,15.913314010025475,34.08668598997453,cnot_decomposition_variant,71,0.74,0.015213010725621211,0.018327026627199476,0.017158509961254585,0.0031140159015782647,0.0019454992356333738
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,3,50,15.989859739704269,34.01014026029573,cnot_decomposition_variant,89,0.74,0.015411338357457038,0.018327026627199476,0.017165180665437756,0.002915688269742438,0.0017538423079807176
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,1,0.6721041624410152,0.32789583755898477,bias_preserving_reference,11,0.98,0.009892428660435437,0.011534763920751284,0.010849465170752312,0.001642335260315847,0.0009570365103168752
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,1,0.6672416578758847,0.33275834212411526,bias_preserving_reference,29,0.98,0.009708712618590814,0.011534763920751284,0.010838149756118916,0.0018260513021604707,0.0011294371375281023
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,1,0.6643961674827269,0.3356038325172731,bias_preserving_reference,47,0.98,0.009503474392439423,0.011534763920751284,0.010831510477306721,0.0020312895283118616,0.0013280360848672984
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,1,0.6666116759629153,0.33338832403708474,bias_preserving_reference,71,0.98,0.00942686831811616,0.011534763920751284,0.01083668096518463,0.0021078956026351243,0.0014098126470684699
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,1,0.6713679429719931,0.3286320570280069,bias_preserving_reference,89,0.98,0.009567735960906413,0.011534763920751284,0.010847754364938704,0.0019670279598448717,0.001280018404032291
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,1,0.4156881095382191,0.5843118904617809,temporal_order_swap,11,0.82,0.008758490921049977,0.011534763920751284,0.010195527431366853,0.0027762729997013076,0.0014370365103168765
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,1,0.4124599424940013,0.5875400575059987,temporal_order_swap,29,0.82,0.008577032749623324,0.011534763920751284,0.010186469887151427,0.0029577311711279607,0.0016094371375281035
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,1,0.41031220189386586,0.5896877981061341,temporal_order_swap,47,0.82,0.008372395060231142,0.011534763920751284,0.01018043114509844,0.0031623688605201417,0.001808036084867298
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,1,0.4113426063798818,0.5886573936201183,temporal_order_swap,71,0.82,0.008293516920478188,0.011534763920751284,0.010183329567546657,0.0032412470002730967,0.0018898126470684694
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,1,0.41438132423862467,0.5856186757613753,temporal_order_swap,89,0.82,0.008431845212574904,0.011534763920751284,0.010191863616607195,0.00310291870817638,0.0017600184040322906
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,1,0.3582699938126424,0.6417300061873576,measurement_reset_asymmetric,11,0.78,0.008497902118283385,0.011534763920751284,0.01003093862860026,0.0030368618024678995,0.0015330365103168753
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,1,0.35542575578641133,0.6445742442135887,measurement_reset_asymmetric,29,0.78,0.008317151581579866,0.011534763920751284,0.010022588719107968,0.0032176123391714183,0.0017054371375281024
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,1,0.35332271003669496,0.6466772899633051,measurement_reset_asymmetric,47,0.78,0.00811236637713116,0.011534763920751284,0.01001640246199846,0.0034223975436201235,0.0019040360848672985
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,1,0.3538748695446883,0.6461251304553117,measurement_reset_asymmetric,71,0.78,0.008032215044238556,0.011534763920751284,0.010018027691307026,0.003502548876512728,0.00198581264706847
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,1,0.35645600004042227,0.6435439999595778,measurement_reset_asymmetric,89,0.78,0.008169597035934197,0.011534763920751284,0.010025615439966488,0.003365166884817087,0.0018560184040322912
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,1,0.3179802202454845,0.6820197797545156,cnot_decomposition_variant,11,0.74,0.008281811966391408,0.011534763920751284,0.009910848476708284,0.0032529519543598763,0.001629036510316876
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,1,0.31537549251640346,0.6846245074835966,cnot_decomposition_variant,29,0.74,0.008101511004707585,0.011534763920751284,0.009902948142235688,0.0034332529160436987,0.001801437137528103
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,1,0.3136738906180056,0.6863261093819943,cnot_decomposition_variant,47,0.74,0.0078977418343259,0.011534763920751284,0.009897777919193199,0.0036370220864253844,0.002000036084867299
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,1,0.31455534778523997,0.68544465221476,cnot_decomposition_variant,71,0.74,0.007818644433699853,0.011534763920751284,0.009900457080768324,0.003716119487051431,0.0020818126470684706
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,1,0.31702017744384675,0.6829798225561532,cnot_decomposition_variant,89,0.74,0.007955920156695457,0.011534763920751284,0.009907938560727749,0.0035788437640558272,0.0019520184040322918
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,5,3.3234287628830104,1.6765712371169896,bias_preserving_reference,11,0.98,0.012750427384407521,0.015072995224961982,0.014157842254488366,0.0023225678405544604,0.001407414870080845
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,5,3.340824959922185,1.6591750400778151,bias_preserving_reference,29,0.98,0.012789684687490904,0.015072995224961982,0.014169827256187054,0.0022833105374710783,0.00138014256869615
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,5,3.3652238809586152,1.6347761190413848,bias_preserving_reference,47,0.98,0.012977776735209053,0.015072995224961982,0.014186524430407979,0.0020952184897529286,0.0012087476951989258
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,5,3.380623429010381,1.619376570989619,bias_preserving_reference,71,0.98,0.013235078959476385,0.015072995224961982,0.014196996126699495,0.0018379162654855973,0.00096191716722311
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,5,3.368877894849582,1.6311221051504181,bias_preserving_reference,89,0.98,0.01326337866065067,0.015072995224961982,0.014189013818983173,0.0018096165643113112,0.0009256351583325027
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,5,2.0513098651952393,2.9486901348047607,temporal_order_swap,11,0.82,0.011160257762774375,0.015072995224961982,0.01304767263285522,0.003912737462187607,0.0018874148700808446
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,5,2.0614984004576034,2.9385015995423966,temporal_order_swap,29,0.82,0.011198783327793756,0.015072995224961982,0.013058925896489906,0.003874211897168226,0.0018601425686961496
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,5,2.077623382098337,2.922376617901663,temporal_order_swap,47,0.82,0.011387888221620459,0.015072995224961982,0.013076635916819384,0.003685107003341523,0.0016887476951989253
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,5,2.0897631843270013,2.9102368156729987,temporal_order_swap,71,0.82,0.011647971653530946,0.015072995224961982,0.013089888820754058,0.0034250235714310354,0.0014419171672231113
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,5,2.0836135553779234,2.9163864446220766,temporal_order_swap,89,0.82,0.011677548739209342,0.015072995224961982,0.013083183897541845,0.0033954464857526394,0.0014056351583325022
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,5,1.7654112848862655,3.2345887151137345,measurement_reset_asymmetric,11,0.78,0.010726966330780527,0.015072995224961982,0.012710381200861372,0.004346028894181455,0.0019834148700808452
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,5,1.7732919600822352,3.2267080399177646,measurement_reset_asymmetric,29,0.78,0.010764132852456212,0.015072995224961982,0.012720275421152363,0.004308862372505769,0.00195614256869615
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,5,1.7874359597642973,3.2125640402357027,measurement_reset_asymmetric,47,0.78,0.010953195118283344,0.015072995224961982,0.01273794281348227,0.004119800106678638,0.001784747695198926
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,5,1.7996754524484124,3.2003245475515874,measurement_reset_asymmetric,71,0.78,0.011215221134572295,0.015072995224961982,0.012753138301795405,0.0038577740903896866,0.0015379171672231101
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,5,1.7956004815536217,3.2043995184463783,measurement_reset_asymmetric,89,0.78,0.011246453539509009,0.015072995224961982,0.012748088697841511,0.003826541685452973,0.0015016351583325028
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,5,1.5683070528285767,3.431692947171423,cnot_decomposition_variant,11,0.74,0.010371086388936137,0.015072995224961982,0.012450501259016982,0.004701908836025845,0.002079414870080846
exp_eta_eff_threshold_collapse,standard_surface,pymatching_mwpm,5,5,1.5766782543611344,3.423321745638866,cnot_decomposition_variant,29,0.74,0.010409906851659238,0.015072995224961982,0.012462049420355389,0.004663088373302744,0.002052142568696151
