experiment_id,code_family,decoder_condition,schedule_condition,distance,eta,p,seed,threshold_true,logical_error_rate
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,1,0.0002,89,0.007834031251731087,0.0006585171644770926
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,1,0.0005,89,0.007834031251731087,0.00423173231823923
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,1,0.001,89,0.007834031251731087,0.016721434714753857
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,1,0.002,89,0.007834031251731087,0.06836225378165006
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,1,0.005,89,0.007834031251731087,0.4235002442863074
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,1,0.01,89,0.007834031251731087,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,1,0.02,89,0.007834031251731087,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,1,0.05,89,0.007834031251731087,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.0001,11,0.011335833088200646,7.849168794958963e-05
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.0002,11,0.011335833088200646,0.0003171414136556682
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.0005,11,0.011335833088200646,0.0019986511344194896
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.001,11,0.011335833088200646,0.00804015574283049
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.002,11,0.011335833088200646,0.03194124864832725
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.005,11,0.011335833088200646,0.19830805590548747
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.01,11,0.011335833088200646,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.02,11,0.011335833088200646,0.4870312581493881
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.05,11,0.011335833088200646,0.48207312408109415
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.0001,29,0.011335833088200646,8.100608351106776e-05
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.0002,29,0.011335833088200646,0.0003229890114633321
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.0005,29,0.011335833088200646,0.001949014343140477
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.001,29,0.011335833088200646,0.007839461619703308
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.002,29,0.011335833088200646,0.031782034814906816
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.005,29,0.011335833088200646,0.19655254350400736
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.01,29,0.011335833088200646,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.02,29,0.011335833088200646,0.4887086284828022
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.05,29,0.011335833088200646,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.0001,47,0.011335833088200646,7.7397513394441e-05
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.0002,47,0.011335833088200646,0.00031706628997548163
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.0005,47,0.011335833088200646,0.0020475567667361176
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.001,47,0.011335833088200646,0.008005782258330877
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.002,47,0.011335833088200646,0.03176067605922808
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.005,47,0.011335833088200646,0.20041996703726667
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.01,47,0.011335833088200646,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.02,47,0.011335833088200646,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.05,47,0.011335833088200646,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.0001,71,0.011335833088200646,8.104550896558415e-05
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.0002,71,0.011335833088200646,0.0003192962389860985
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.0005,71,0.011335833088200646,0.002037310122453787
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.001,71,0.011335833088200646,0.007880602083061924
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.002,71,0.011335833088200646,0.032344153054408305
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.005,71,0.011335833088200646,0.20096279896083652
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.01,71,0.011335833088200646,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.02,71,0.011335833088200646,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.05,71,0.011335833088200646,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.0001,89,0.011335833088200646,7.926457998208115e-05
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.0002,89,0.011335833088200646,0.0003145073603987514
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.0005,89,0.011335833088200646,0.00202107254467747
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.001,89,0.011335833088200646,0.007986146114191723
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.002,89,0.011335833088200646,0.03264976700318682
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.005,89,0.011335833088200646,0.2022634354025958
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.01,89,0.011335833088200646,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.02,89,0.011335833088200646,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,5,0.05,89,0.011335833088200646,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.0001,11,0.013817917391385768,5.282571328614527e-05
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.0002,11,0.013817917391385768,0.00021343943322631414
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.0005,11,0.013817917391385768,0.0013451127698219532
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.001,11,0.013817917391385768,0.005411107508854871
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.002,11,0.013817917391385768,0.021496788859753806
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.005,11,0.013817917391385768,0.13346336124564026
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.01,11,0.013817917391385768,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.02,11,0.013817917391385768,0.4870312581493881
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.05,11,0.013817917391385768,0.48207312408109415
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.0001,29,0.013817917391385768,5.451792735986865e-05
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.0002,29,0.013817917391385768,0.00021737492669409044
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.0005,29,0.013817917391385768,0.0013117066987710494
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.001,29,0.013817917391385768,0.005276038299828053
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.002,29,0.013817917391385768,0.021389636312329197
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.005,29,0.013817917391385768,0.13228188334379642
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.01,29,0.013817917391385768,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.02,29,0.013817917391385768,0.4887086284828022
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.05,29,0.013817917391385768,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.0001,47,0.013817917391385768,5.2089322556818626e-05
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.0002,47,0.013817917391385768,0.00021338887421689287
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.0005,47,0.013817917391385768,0.0013780267633711177
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.001,47,0.013817917391385768,0.005387973800251375
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.002,47,0.013817917391385768,0.02137526165008014
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.005,47,0.013817917391385768,0.13488469915857743
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.01,47,0.013817917391385768,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.02,47,0.013817917391385768,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.05,47,0.013817917391385768,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.0001,71,0.013817917391385768,5.454446109625353e-05
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.0002,71,0.013817917391385768,0.000214889652836321
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.0005,71,0.013817917391385768,0.0013711306663811902
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.001,71,0.013817917391385768,0.005303726254802816
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.002,71,0.013817917391385768,0.02176794766896468
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.005,71,0.013817917391385768,0.13525003062622892
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.01,71,0.013817917391385768,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.02,71,0.013817917391385768,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.05,71,0.013817917391385768,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.0001,89,0.013817917391385768,5.3345877573295837e-05
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.0002,89,0.013817917391385768,0.00021166668829286734
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.0005,89,0.013817917391385768,0.0013602026095323669
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.001,89,0.013817917391385768,0.005374758473285716
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.002,89,0.013817917391385768,0.021973628999767365
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.005,89,0.013817917391385768,0.13612537232872887
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.01,89,0.013817917391385768,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.02,89,0.013817917391385768,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,20,0.05,89,0.013817917391385768,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.0001,11,0.014744001244892163,4.639806148655173e-05
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.0002,11,0.014744001244892163,0.00018746885428401035
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.0005,11,0.014744001244892163,0.001181444056656278
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.001,11,0.014744001244892163,0.0047527024868784405
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.002,11,0.014744001244892163,0.018881133244250406
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.005,11,0.014744001244892163,0.117223996725496
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.01,11,0.014744001244892163,0.4767473422055334
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.02,11,0.014744001244892163,0.4870312581493881
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.05,11,0.014744001244892163,0.48207312408109415
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.0001,29,0.014744001244892163,4.7884372749699756e-05
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.0002,29,0.014744001244892163,0.00019092549039053498
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.0005,29,0.014744001244892163,0.0011521027218739522
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.001,29,0.014744001244892163,0.004634068036427777
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.002,29,0.014744001244892163,0.018787018651667105
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.005,29,0.014744001244892163,0.11618627700673304
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.01,29,0.014744001244892163,0.48402234360067153
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.02,29,0.014744001244892163,0.4887086284828022
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.05,29,0.014744001244892163,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.0001,47,0.014744001244892163,4.575127225812526e-05
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.0002,47,0.014744001244892163,0.00018742444712162865
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.0005,47,0.014744001244892163,0.0012103531882413055
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.001,47,0.014744001244892163,0.004732383608676403
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.002,47,0.014744001244892163,0.01877439304906961
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.005,47,0.014744001244892163,0.11847239111101814
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.01,47,0.014744001244892163,0.47837717083133496
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.02,47,0.014744001244892163,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.05,47,0.014744001244892163,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.0001,71,0.014744001244892163,4.790767795195202e-05
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.0002,71,0.014744001244892163,0.0001887426161406581
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.0005,71,0.014744001244892163,0.0012042961847054951
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.001,71,0.014744001244892163,0.0046583870159065234
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.002,71,0.014744001244892163,0.019119298378609054
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.005,71,0.014744001244892163,0.11879327029739559
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.01,71,0.014744001244892163,0.4746725002669172
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.02,71,0.014744001244892163,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.05,71,0.014744001244892163,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.0001,89,0.014744001244892163,4.6854933965444516e-05
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.0002,89,0.014744001244892163,0.00018591181088023278
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.0005,89,0.014744001244892163,0.001194697816371996
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.001,89,0.014744001244892163,0.00472077627741717
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.002,89,0.014744001244892163,0.019299953109791296
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.005,89,0.014744001244892163,0.11956210342065769
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.01,89,0.014744001244892163,0.4877842480178606
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.02,89,0.014744001244892163,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,3,50,0.05,89,0.014744001244892163,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.0001,11,0.008900697918397753,1.450132193705659e-06
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.0002,11,0.008900697918397753,1.1689573901040949e-05
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.0005,11,0.008900697918397753,0.00017757681135998764
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.001,11,0.008900697918397753,0.0014395720850656857
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.002,11,0.008900697918397753,0.011611187827539685
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.005,11,0.008900697918397753,0.1815884588119509
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.01,11,0.008900697918397753,0.48039586853899896
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.02,11,0.008900697918397753,0.48142050658763874
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.05,11,0.008900697918397753,0.48697419890697063
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.0001,29,0.008900697918397753,1.4295541768174036e-06
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.0002,29,0.008900697918397753,1.1749112981163557e-05
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.0005,29,0.008900697918397753,0.00017594820116583515
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.001,29,0.008900697918397753,0.0014732585310247846
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.002,29,0.008900697918397753,0.011657775251466227
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.005,29,0.008900697918397753,0.18021921120663104
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.01,29,0.008900697918397753,0.4804034561164264
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.02,29,0.008900697918397753,0.48269987583227497
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.05,29,0.008900697918397753,0.48611332432413507
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.0001,47,0.008900697918397753,1.4264667588415405e-06
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.0002,47,0.008900697918397753,1.160433809225791e-05
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.0005,47,0.008900697918397753,0.00018095979762507378
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.001,47,0.008900697918397753,0.0014688689795127818
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.002,47,0.008900697918397753,0.011483577182450185
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.005,47,0.008900697918397753,0.1769234487317442
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.01,47,0.008900697918397753,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.02,47,0.008900697918397753,0.4874833930702886
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.05,47,0.008900697918397753,0.49
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.0001,71,0.008900697918397753,1.4385238507007914e-06
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.0002,71,0.008900697918397753,1.139262429769112e-05
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.0005,71,0.008900697918397753,0.00018453123470736185
exp_finite_size_attribution,standard_surface,pymatching_mwpm,bias_preserving_reference,5,1,0.001,71,0.008900697918397753,0.001427518030703306
