experiment_id,distance,eta,schedule_regime,seed,p,p_l_aer,p_l_stim_first_order,p_l_stim_second_order,runtime_aer_seconds,runtime_stim_seconds
exp_cross_simulator_semantics,3,1,reference,47,0.005,0.1331444331368549,0.15838861765960258,0.14044074807275453,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,reference,47,0.01,0.49,0.582904,0.516852,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,reference,47,0.02,0.49,0.582904,0.516852,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,reference,71,0.0005,0.0013534405048956414,0.001610052824623855,0.0014276090445639225,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,reference,71,0.001,0.0052352982222140364,0.006227910765145818,0.005522192564791365,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,reference,71,0.002,0.02148710024944828,0.025561054456743674,0.022664593343118045,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,reference,71,0.005,0.13350505114223984,0.15881760883880852,0.1408211279448346,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,reference,71,0.01,0.49,0.582904,0.516852,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,reference,71,0.02,0.49,0.582904,0.516852,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,reference,89,0.0005,0.0013426534405102783,0.001597220532831027,0.0014162308490502414,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,reference,89,0.001,0.005305413991633073,0.006311320484446703,0.005596150678374565,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,reference,89,0.002,0.021690127904678187,0.025802576155405172,0.02287874691385455,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,reference,89,0.005,0.13436909929230753,0.15984548051812905,0.14173252593352598,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,reference,89,0.01,0.49,0.582904,0.516852,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,reference,89,0.02,0.49,0.582904,0.516852,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,11,0.0005,0.0013869577021990702,0.0016732257719329583,0.0014746134289780517,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,11,0.001,0.005579440925110604,0.006731037532053432,0.005932061591577595,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,11,0.002,0.022165529575285507,0.026740494879624432,0.023566391044443552,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,11,0.005,0.13761525501354027,0.16601904364833497,0.14631253913039605,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,11,0.01,0.49,0.591136,0.5209680000000001,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,11,0.02,0.49,0.591136,0.5209680000000001,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,29,0.0005,0.0013525124061735234,0.0016316709668077385,0.0014379911902436902,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,29,0.001,0.005440169866213084,0.006563020926599464,0.005783988601757752,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,29,0.002,0.022055043633664055,0.026607204639652313,0.023448922391311626,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,29,0.005,0.13639702267443524,0.16454936815443866,0.14501731450745955,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,29,0.01,0.49,0.591136,0.5209680000000001,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,29,0.02,0.49,0.591136,0.5209680000000001,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,47,0.0005,0.00142089561275001,0.001714168467221612,0.0015106962154758108,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,47,0.001,0.005555587553075266,0.00670226082403,0.005906700686429623,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,47,0.002,0.022040221791979005,0.02658932356984347,0.02343316380923208,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,47,0.005,0.1390808091365873,0.16778708814237892,0.14787071627401963,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,47,0.01,0.49,0.591136,0.5209680000000001,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,47,0.02,0.49,0.591136,0.5209680000000001,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,71,0.0005,0.0014137849860056382,0.0017055902071172017,0.0015031361971211948,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,71,0.001,0.005468719162057975,0.006597462797106741,0.0058143422131000395,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,71,0.002,0.02244512382744916,0.027077797385434664,0.02386365565334395,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,71,0.005,0.13945750565176648,0.16824153481829107,0.14827122000895815,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,71,0.01,0.49,0.591136,0.5209680000000001,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,71,0.02,0.49,0.591136,0.5209680000000001,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,89,0.0005,0.0014025169697050041,0.0016919964722521168,0.0014911560421903606,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,89,0.001,0.005541961112279134,0.0066858218858535465,0.005892213054575175,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,89,0.002,0.02265720367112881,0.027333650508849793,0.024089138943144153,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,89,0.005,0.1403600782416461,0.16933039839072184,0.14923083518651814,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,89,0.01,0.49,0.591136,0.5209680000000001,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,measurement_asymmetric,89,0.02,0.49,0.591136,0.5209680000000001,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,11,0.0005,0.0014461571163173234,0.0017689393846793498,0.0015497019658456438,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,11,0.001,0.005817587793865326,0.007116073389456066,0.006234127079906083,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,11,0.002,0.023111619252279406,0.028270132669388166,0.024766411190742615,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,11,0.005,0.14348907687387433,0.17551583883212304,0.15376289477804375,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,11,0.01,0.49,0.5993679999999999,0.525084,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,11,0.02,0.49,0.5993679999999999,0.525084,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,29,0.0005,0.0014102415942419057,0.001725007518076699,0.0015112148923896263,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,29,0.001,0.005672372238551448,0.00693844572219613,0.006078514090831732,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,29,0.002,0.022996417447296063,0.02812921782153254,0.024642960936522462,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,29,0.005,0.1422188468129782,0.1739620934216349,0.15240171624478746,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,29,0.01,0.49,0.5993679999999999,0.525084,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,29,0.02,0.49,0.5993679999999999,0.525084,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,47,0.0005,0.0014815435962210472,0.0018122241268975848,0.0015876221177104743,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,47,0.001,0.005792716290096773,0.007085650566046372,0.006207474776467703,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,47,0.002,0.022980962966026895,0.028110313900044093,0.02462639991439442,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,47,0.005,0.1450171851363197,0.17738502085874625,0.1554004155920802,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,47,0.01,0.49,0.5993679999999999,0.525084,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,47,0.02,0.49,0.5993679999999999,0.525084,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,71,0.0005,0.001474129467115635,0.0018031551641758447,0.0015796771369611146,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,71,0.001,0.005702140101901914,0.00697485777264642,0.006110413333198091,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,71,0.002,0.02340314740545004,0.028626729906346488,0.025078812759680266,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,71,0.005,0.14540996016129312,0.17786546326929373,0.15582131330884172,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,71,0.01,0.49,0.5993679999999999,0.525084,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,71,0.02,0.49,0.5993679999999999,0.525084,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,89,0.0005,0.0014623804988997302,0.0017887838262541497,0.001567086942620951,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,89,0.001,0.005778508232925195,0.007068271270514097,0.006192249422402639,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,89,0.002,0.023624279437579433,0.028897218608047157,0.02531577784531012,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,89,0.005,0.14635105719098468,0.17901661315601244,0.1568297928858592,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,89,0.01,0.49,0.5993679999999999,0.525084,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,1,temporal_fragile,89,0.02,0.49,0.5993679999999999,0.525084,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,11,0.0005,0.0013127342699485974,0.0015616286875308515,0.0013846721079417805,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,11,0.001,0.005280855571827046,0.006282105788245454,0.005570246457163168,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,11,0.002,0.020979335014255616,0.02495701693295848,0.02212900257303682,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,11,0.005,0.13025073586422956,0.15494627538408748,0.13738847618958933,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,11,0.01,0.49,0.582904,0.516852,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,11,0.02,0.49,0.582904,0.516852,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,29,0.0005,0.0012801323236458619,0.0015228454122091172,0.001350283574981655,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,29,0.001,0.00514903764289026,0.006125295179982253,0.005431204905720645,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,29,0.002,0.020874761758932794,0.02483261658842645,0.02201869870332231,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,29,0.005,0.12909769757202552,0.15357462103168157,0.13617225139897252,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,29,0.01,0.49,0.582904,0.516852,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,29,0.02,0.49,0.582904,0.516852,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,47,0.0005,0.0013448559836533708,0.00159984067815405,0.0014185540915575756,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,47,0.001,0.005258278719717588,0.006255248364976043,0.005546432393558112,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,47,0.002,0.02086073311228202,0.02481592811037069,0.022003901286835072,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,47,0.005,0.1316378604454175,0.15659639878586867,0.13885161519782638,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,47,0.01,0.49,0.582904,0.516852,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,47,0.02,0.49,0.582904,0.516852,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,71,0.0005,0.001338125884102858,0.00159183455172876,0.0014114551825516947,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,71,0.001,0.005176059115123384,0.006157439923350778,0.005459707154632145,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,71,0.002,0.02124396670123059,0.02527182278778391,0.022408136076458026,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,71,0.005,0.13199439794044124,0.1570205357899489,0.13922769094757742,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,71,0.01,0.49,0.582904,0.516852,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,71,0.02,0.49,0.582904,0.516852,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,89,0.0005,0.001327460878869657,0.0015791474615033441,0.0014002057350317142,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,89,0.001,0.005245381501740322,0.006239905834470288,0.005532828408035692,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,89,0.002,0.021444697032315812,0.02551061158964289,0.02261986642968672,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,89,0.005,0.13284866910384632,0.15803677676593558,0.1401287761707371,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,89,0.01,0.49,0.582904,0.516852,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,reference,89,0.02,0.49,0.582904,0.516852,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,11,0.0005,0.0013712638233857961,0.0016542926765326243,0.0014579276970237787,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,11,0.001,0.005516307731080481,0.006654873646775491,0.005864938379684768,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,11,0.002,0.02191471937794854,0.026437917457557115,0.02329972964263489,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,11,0.005,0.13605809351422707,0.16414048401556353,0.14465696502432623,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,11,0.01,0.49,0.591136,0.5209680000000001,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,11,0.02,0.49,0.591136,0.5209680000000001,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,29,0.0005,0.0013372082871205182,0.0016132080775821931,0.001421719850866535,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,29,0.001,0.005378612569643329,0.006488758204017711,0.005718540884044788,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,29,0.002,0.021805483620796037,0.026306135440128338,0.02318359018563035,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,29,0.005,0.1348536458714152,0.1626874383792753,0.14337639629048868,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,29,0.01,0.49,0.591136,0.5209680000000001,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,29,0.02,0.49,0.591136,0.5209680000000001,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,47,0.0005,0.0014048177154086165,0.001694772091868955,0.0014936021950224412,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,47,0.001,0.005492724267730474,0.006626422556590044,0.005839864441451041,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,47,0.002,0.021790829493084404,0.026288456700457024,0.02316800991704734,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,47,0.005,0.13750706441432148,0.16588852250943742,0.1461975108853066,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,47,0.01,0.49,0.591136,0.5209680000000001,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,47,0.02,0.49,0.591136,0.5209680000000001,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,71,0.0005,0.0013977875477252785,0.0016862908975757759,0.0014861277207415162,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,71,0.001,0.005406838820893216,0.0065228103535255755,0.005748551034373668,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,71,0.002,0.02219114992994788,0.02677140327548912,0.02359363060552059,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,71,0.005,0.13787949848555645,0.16633782697297528,0.14659348278984363,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,71,0.01,0.49,0.591136,0.5209680000000001,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,71,0.02,0.49,0.591136,0.5209680000000001,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,89,0.0005,0.0013866470327046098,0.001672850980254841,0.0014742831251715414,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,89,0.001,0.005479252014556769,0.0066101696303612865,0.005825540741876758,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,89,0.002,0.02240083002101779,0.027024361337355862,0.02381656247834612,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,89,0.005,0.13877185817217066,0.1674143696989067,0.14754223960865187,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,89,0.01,0.49,0.591136,0.5209680000000001,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,measurement_asymmetric,89,0.02,0.49,0.591136,0.5209680000000001,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,11,0.0005,0.0014297933768229948,0.001748923258529887,0.0015321665826035214,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,11,0.001,0.005751759890333916,0.007035552697856446,0.0061635858984818255,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,11,0.002,0.022850103741641467,0.02795024689677584,0.024486171169543,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,11,0.005,0.14186545116422458,0.17352981986407948,0.15202301746758307,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,11,0.01,0.49,0.5993679999999999,0.525084,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,11,0.02,0.49,0.5993679999999999,0.525084,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,29,0.0005,0.0013942842505951746,0.0017054884953280173,0.0014941150029377892,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,29,0.001,0.0056081874963963985,0.006859934945592074,0.006009733721138381,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,29,0.002,0.022736205482659286,0.027810926546388837,0.024364117795217695,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,29,0.005,0.1406095941708049,0.17199365558972854,0.15067724111343456,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,29,0.01,0.49,0.5993679999999999,0.525084,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,29,0.02,0.49,0.5993679999999999,0.525084,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,47,0.0005,0.0014647794471638626,0.0017917182197708366,0.0015696576555807953,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,47,0.001,0.005727169815743361,0.007005474118617278,0.006137235174550586,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,47,0.002,0.02272092587388679,0.027792236528938318,0.024347744166457085,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,47,0.005,0.14337626838322545,0.17537785148636134,0.1536420091994644,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,47,0.01,0.49,0.5993679999999999,0.525084,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,47,0.02,0.49,0.5993679999999999,0.525084,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,71,0.0005,0.001457449211347699,0.0017827518753205053,0.0015618025748801946,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,71,0.001,0.00563761852666305,0.006895934981814241,0.006041272013172124,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,71,0.002,0.02313833315866517,0.02830280911967923,0.024795037812825597,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,71,0.005,0.1437645990306717,0.17585285753431762,0.15405814432126783,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,71,0.01,0.49,0.5993679999999999,0.525084,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,71,0.02,0.49,0.5993679999999999,0.525084,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,89,0.0005,0.001445833186539563,0.0017685431537751931,0.001549354842695796,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,89,0.001,0.005713122527373218,0.006988291475482919,0.006122182100333141,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,89,0.002,0.02335696300971977,0.02857023715348922,0.02502932156121571,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,89,0.005,0.14469504724049506,0.17699098178457354,0.15505521262291452,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,89,0.01,0.49,0.5993679999999999,0.525084,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,5,temporal_fragile,89,0.02,0.49,0.5993679999999999,0.525084,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,20,reference,11,0.0005,0.0012586067718387377,0.0014972386157793623,0.0013275784229355005,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,20,reference,11,0.001,0.005063111961009524,0.006023077988816929,0.005340570496472846,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,20,reference,11,0.002,0.02011430166948379,0.023927973266017914,0.0212165654009715,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,20,reference,11,0.005,0.12488015430732777,0.14855743156399712,0.13172358676336932,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,20,reference,11,0.01,0.49,0.582904,0.516852,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,20,reference,11,0.02,0.49,0.582904,0.516852,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,20,reference,29,0.0005,0.0012273490898149777,0.0014600544772438975,0.0012946078199368384,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,20,reference,29,0.001,0.00493672923313567,0.005872733095738192,0.005207261995111504,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,20,reference,29,0.002,0.020014040245435127,0.023808702275969627,0.021110809650884972,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,20,reference,29,0.005,0.12377465882665124,0.1472423341401843,0.13055751013035172,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,20,reference,29,0.01,0.49,0.582904,0.516852,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,20,reference,29,0.02,0.49,0.582904,0.516852,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,20,reference,47,0.0005,0.0012894040225218297,0.0015338750251919686,0.001360063362956026,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,20,reference,47,0.001,0.005041466012090343,0.0059973279679826725,0.005317738349552893,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,20,reference,47,0.002,0.020000590036905807,0.023792701907903148,0.021096622370928245,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,20,reference,47,0.005,0.12621008408156567,0.1501395160234305,0.13312639668923545,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,20,reference,47,0.01,0.49,0.582904,0.516852,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,20,reference,47,0.02,0.49,0.582904,0.516852,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,20,reference,71,0.0005,0.0012829514227357698,0.0015261990124864717,0.0013532571607016899,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,20,reference,71,0.001,0.004962636538761959,0.005903552426511226,0.005234589021086114,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,20,reference,71,0.002,0.02036802189367117,0.02422979884471122,0.02148418949344435,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,20,reference,71,0.005,0.12655192059480677,0.15054616473958213,0.13348696584340217,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,20,reference,71,0.01,0.49,0.582904,0.516852,17.4,2.8000000000000003
exp_cross_simulator_semantics,3,20,reference,71,0.02,0.49,0.582904,0.516852,17.4,2.8000000000000003
